"user_agent","_count"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:UBU8000_X;T-X22UDUABC-1103.0;X22UD;urn:samsungtv:familyname:22_X22UD_UHD:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink) Chrome/85 LaTivu_1.0.1_2022 RVID/14","1"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-A530W Build/R16NW)","1"
"Dalvik/2.1.0 (Linux; U; Android 12; 2212ARNC4L Build/SP1A.210812.016)","1"
"Dalvik/2.1.0 (Linux; U; Android 10; AQUOS-TVJ19 Build/QTG3.210505.001)","1"
"Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0","1"
"Mozilla/5.0 (Web0S; Linux/SmartTV) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.34 Safari/537.36 HbbTV/1.4.1 (+DRM; LGE; OLED65E8PTA; WEBOS4.0 05.50.15; W4_O18; W4_O18;)","1"
"Mozilla/5.0 (Linux; Android 12; Chromecast HD Build/STTE.230319.008.R1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.147 Mobile Safari/537.36","1"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:QAQ90;T-NKM2UABC-2130.8;NikeM2;urn:samsungtv:familyname:21_NIKEM2_QTV:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink+360avc) Chrome/76 LaTivu_1.0.1_2021 RVID/40","1"
"Mozilla/5.0 (Linux; Android 9; X2S Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Safari/537.36","1"
"Dalvik/2.1.0 (Linux; U; Android 9; MoGo Pro Build/PI)","1"
"Mozilla/5.0 (Linux; Android 12; onn. Full HD Streaming Device Build/SGZ2.230609.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","1"
"Dalvik/2.1.0 (Linux; U; Android 12; moto g play - 2023 Build/S3SGS32.39-181-3)","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:QBQ85;T-PTMUABC-1430.1;PontusM;urn:samsungtv:familyname:22_PONTUSM_QTV:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink+360avc) Chrome/85 LaTivu_1.0.1_2022 RVID/9","1"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 HbbTV/1.6.1 (+DRM;Hisense;SmartTV_2022_1;V0000.06.10B.N0309;65U66GAVT;SmartTV_2022_1;) FVC/7.0 (Hisense;SmartTV_2022_1;) LaTivu_1.0.1_2022","1"
"Dalvik/2.1.0 (Linux; U; Android 12; CPH2199 Build/RKQ1.211103.002)","1"
"Dalvik/2.1.0 (Linux; U; Android 13; 22071212AG Build/TP1A.220624.014)","1"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; ZTE Blade A3 2019 Build/OPM2.171019.012)","1"
"Mozilla/5.0 (Linux; Android 12; SM-A025U1 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/422.0.0.26.76;]","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:QBQ80;T-PTMUABC-1503.8;PontusM;urn:samsungtv:familyname:22_PONTUSM_QTV:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink+360avc) Chrome/85 LaTivu_1.0.1_2022 RVID/6","1"
"Dalvik/2.1.0 (Linux; U; Android 9; AFTSSS Build/PS7646.3550N)","1"
"HbbTV/1.6.1 (+DRM; Samsung; SmartTV2023:QCQS95; T-PTMCUABC-1212.7; PontusM; urn:samsungtv:familyname:23_PONTUSM_QD:2023; ) Tizen/7.0 (+TVPLUS+SmartHubLink+POINTER) Chrome/94 LaTivu_2.0_2023 RVID/44","1"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:QAQ60;T-NKLAUABC-2130.8;NikeL;urn:samsungtv:familyname:21_NIKEL_UHD:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink) Chrome/76 LaTivu_1.0.1_2021 RVID/62","1"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36 OPR/29.0.1803.0 OMI/4.5.23.37.ALSAN5.160 HbbTV/1.2.1 (; Sony; KD-55A8G; v1.607140100; 2016;) sony.hbbtv.tv.2016HE","1"
"Dalvik/2.1.0 (Linux; U; Android 10; motorola one macro Build/QMDS30.47-33-5)","1"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2020:LS03T;T-NKMUABC-2401.1;NikeM;) Tizen/5.5 (+TVPLUS+SmartHubLink+360avc) Chrome/69 VID/19","1"
"Dalvik/2.1.0 (Linux; U; Android 13; motorola edge plus 2023 Build/T1TR33.43-48-21)","1"
"Mozilla/5.0 (Linux; Android 12.0; Build/STT1.220417.001.A7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","1"
"Dalvik/2.1.0 (Linux; U; Android 12; moto g 5G (2022) Build/S1SAS32.47-59-3)","1"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; FS8015 Build/OPR1.170623.027)","1"
"Dalvik/2.1.0 (Linux; U; Android 10; motorola one 5G ace Build/QZKS30.Q4-40-95-9)","1"
"Dalvik/2.1.0 (Linux; U; Android 14; Pixel 6a Build/UPB3.230519.014)","1"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Odin/3.2987.2.8 Safari/537.36 HbbTV/1.4.1 (+DRM; Hisense; 55U7A7EA; V0000.01.00a.J1114; 55U7A7EA; SmartTV_DB2019A;)","1"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; X96S_V311 Build/OPM1.171019.011)","1"
"Dalvik/2.1.0 (Linux; U; Android 12; 2109119DG Build/SKQ1.211006.001)","1"
"Mozilla/5.0 (Linux; Android 12; motorola edge 5G UW (2021)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36","1"
"Dalvik/2.1.0 (Linux; U; Android 10; LM-K510 Build/QKQ1.200730.002)","1"
"Dalvik/2.1.0 (Linux; U; Android 9; AFTKA Build/PS7614.3227N)","1"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2020:QTQ80;T-NKMUABC-2401.1;NikeM;) Tizen/5.5 (+TVPLUS+SmartHubLink+360avc) Chrome/69 VID/13","1"
"Dalvik/2.1.0 (Linux; U; Android 10; LM-K500 Build/QKQ1.200216.002)","1"
"Dalvik/2.1.0 (Linux; U; Android 13; 220333QL Build/TKQ1.221114.001)","1"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36 OPR/29.0.1803.0 OMI/4.5.23.37.ALSAN5.192 HbbTV/1.2.1 (; Sony; KD-49X7000D; v1.607165100; 2016;) sony.hbbtv.tv.2016HE","1"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2020:LS03T;T-NKMUABC-2401.1;NikeM;) Tizen/5.5 (+TVPLUS+SmartHubLink+360avc) Chrome/69 VID/21","1"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-T397U Build/PPR1.180610.011)","1"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:QAQ80;T-NKM2UABC-2130.8;NikeM2;urn:samsungtv:familyname:21_NIKEM2_QTV:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink+360avc) Chrome/76 LaTivu_1.0.1_2021 RVID/21","1"
"Dalvik/2.1.0 (Linux; U; Android 13; XQ-BC72 Build/61.2.A.0.447)","1"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2019:QRQ75S;T-MSMUABC-1395.2;MuseM;) Tizen/5.0 (+TVPLUS+SmartHubLink+360avc) Chrome/63 VID/38","1"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2019:QRQ60;T-MSMUABC-1395.2;MuseM;) Tizen/5.0 (+TVPLUS+SmartHubLink+360avc) Chrome/63 VID/100","1"
"Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G800Y Build/MMB29K)","1"
"Dalvik/2.1.0 (Linux; U; Android 10; 5007W Build/QP1A.190711.020)","1"
"Dalvik/2.1.0 (Linux; U; Android 12; T776O Build/SP1A.210812.016)","1"
"Dalvik/2.1.0 (Linux; U; Android 10; moto g play (2021) Build/QZAS30.Q4-39-54-1-11)","1"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2018;T-KTM2LUABC-1334.0;KantM2_LITE;) Tizen/4.0 (+TVPLUS+SmartHubLink+360avc) Chrome/56 VID/18","1"
"Mozilla/5.0 (Linux; Android 8.0.0; BRAVIA 4K GB Build/OPR2.170623.027.S23; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.120 Mobile Safari/537.36","1"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A025U1 Build/RP1A.200720.012)","1"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2018;T-KTM2LUABC-1334.0;KantM2_LITE;) Tizen/4.0 (+TVPLUS+SmartHubLink+360avc) Chrome/56 VID/11","1"
"Mozilla/5.0 (Linux; Android 9; HAT4KDTV Build/PTT1.181130.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.3770.143 Mobile Safari/537.36","1"
"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-S911U1) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/21.0 Chrome/110.0.5481.154 Mobile Safari/537.36","1"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:QAQ90;T-NKM2UABC-2130.8;NikeM2;urn:samsungtv:familyname:21_NIKEM2_QTV:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink+360avc) Chrome/76 LaTivu_1.0.1_2021 RVID/9","1"
"Dalvik/2.1.0 (Linux; U; Android 10; HMA-L09 Build/HUAWEIHMA-L09)","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:QBQ60;T-NKLBUABC-1403.6;NikeL;urn:samsungtv:familyname:22_NIKEL_UHD:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink) Chrome/85 LaTivu_1.0.1_2022 RVID/47","1"
"Dalvik/2.1.0 (Linux; U; Android 11; Armor X8i Build/RP1A.200720.011)","1"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-A716U Build/SP1A.210812.016)","1"
"Dalvik/2.1.0 (Linux; U; Android 13; Pixel 6a Build/TP1A.220624.021.A1)","1"
"Dalvik/2.1.0 (Linux; U; Android 11; moto g stylus (2021) Build/RPCS31.Q2-109-16-10-17)","1"
"Dalvik/2.1.0 (Linux; U; Android 9; Jetstream AGT418 Build/PI)","1"
"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 HbbTV/1.6.1 (+DRM;Hisense;SmartTV_2022_2;V0003.06.20P.N0112;65A9HEVS;SmartTV_2022_2;) FVC/7.0 (Hisense;SmartTV_2022_2;) LaTivu_1.0.1_2022","1"
"Roku/DVP-11.5 (11.5.0.4312-AF)","1"
"Dalvik/2.1.0 (Linux; U; Android 9; CPH1931 Build/PKQ1.190714.001)","1"
"Dalvik/2.1.0 (Linux; U; Android 7.0; G3312 Build/43.0.A.7.106)","1"
"HbbTV/1.4.1 (+DRM;Samsung;SmartTV2020:UTU6900;T-KTSU2DEUC-2400.9;KantSU2;urn:samsungtv:familyname:20_KANTSU2_UHD_BASIC:2020;) Tizen/5.5 (+TVPLUS+SmartHubLink) Chrome/69 LaTivu_1.0.1_2020 VID/8","1"
"Dalvik/2.1.0 (Linux; U; Android 9; AQUOS-TVU19A Build/PTM5.200218.980)","1"
"Mozilla/5.0 (Linux; Android 9; Smart Projector Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.158 Safari/537.36","1"
"Dalvik/2.1.0 (Linux; U; Android 9; LM-X120 Build/PKQ1.180904.001)","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:QBQ900;T-OSCPBUABC-1421.0;OscarP;urn:samsungtv:familyname:22_OSCARP_8K:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink+360avc) Chrome/85 LaTivu_1.0.1_2022 RVID/26","1"
"Dalvik/2.1.0 (Linux; U; Android 11; C5L Max Build/RP1A.201005.001)","1"
"Mozilla/5.0 (Linux; Android 8.0; Build/OPR2.170623.027.S34) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.57 Safari/537.36 CrKey/1.50.228700","1"
"Dalvik/2.1.0 (Linux; U; Android 12; Phoenix Build/S00812)","1"
"Dalvik/2.1.0 (Linux; U; Android 10; M2010J19CG MIUI/V12.0.11.0.QJFMIXM)","1"
"Opera/9.80 (Linux armv7l) Presto/2.12.407 Version/12.50 SonyCEBrowser/1.0 (KDL-55W800B; CTV/PKG3.003GAA; XX;)","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:UBU8000;T-KSU2EBUABC-1303.0;KantSU2e;urn:samsungtv:familyname:22_KANTSU2E_UB2:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink) Chrome/85 LaTivu_1.0.1_2022 RVID/26","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:UBU8000_X;T-X22UDUABC-1103.0;X22UD;urn:samsungtv:familyname:22_X22UD_UHD:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink) Chrome/85 LaTivu_1.0.1_2022 RVID/59","1"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36 OPR/29.0.1803.0 OMI/4.5.23.37.ALSAN5.160 HbbTV/1.2.1 (; Sony; KD-65X8500E; v1.606520100; 2016;) sony.hbbtv.tv.2016HE","1"
"Dalvik/2.1.0 (Linux; U; Android 7.0; i7_Plus Build/NRD90M)","1"
"Mozilla/5.0 (Linux; Android 9; KFMAWI) AppleWebKit/537.36 (KHTML, like Gecko) Silk/112.5.1 like Chrome/112.0.5615.213 Safari/537.36","1"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-S536DL Build/SP1A.210812.016)","1"
"Mozilla/5.0 (Linux; Android 9; HAT4KDTV Build/PTT1.181130.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.130 Mobile Safari/537.36","1"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2020:UTU8000;T-NKLUABC-2410.0;NikeL;) Tizen/5.5 (+TVPLUS+SmartHubLink) Chrome/69 VID/39","1"
"Dalvik/2.1.0 (Linux; U; Android 12; NE2213 Build/SKQ1.211019.001)","1"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:QAQ90;T-NKM2UABC-2130.8;NikeM2;urn:samsungtv:familyname:21_NIKEM2_QTV:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink+360avc) Chrome/76 LaTivu_1.0.1_2021 RVID/43","1"
"Roku/DVP-11.5 (11.5.0.4126-E6)","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:QBQ70;T-PTMUABC-1503.8;PontusM;urn:samsungtv:familyname:22_PONTUSM_QTV:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink+360avc) Chrome/85 LaTivu_1.0.1_2022 RVID/16","1"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:QAQ60;T-NKLAUABC-2130.8;NikeL;urn:samsungtv:familyname:21_NIKEL_UHD:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink) Chrome/76 LaTivu_1.0.1_2021 RVID/38","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:QBQS95;T-PTMUABC-1430.1;PontusM;urn:samsungtv:familyname:22_PONTUSM_QD:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink+360avc) Chrome/85 LaTivu_1.0.1_2022 RVID/24","1"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; TECNO B1f Build/O11019)","1"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; TECNO B1p Build/O11019)","1"
"Mozilla/5.0 (Web0S; Linux/SmartTV) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36 HbbTV/1.5.1 (+DRM; LGE; 43UP8000PTB; WEBOS6.0 03.34.70; W60_LM21A; DTV_W21A;)","1"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2020:UT5300;T-KTS2UABC-2400.9;KantS;) Tizen/5.5 (+TVPLUS+SmartHubLink) Chrome/69 VID/11","1"
"Dalvik/2.1.0 (Linux; U; Android 9; AFTGAZL Build/PS7613.3701N)","1"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36 OPR/22.0.1481.0 OMI/4.2.12.48.ALSAN3.129 HbbTV/1.2.1 (; Sony; KD-65X9000C; v6.827; 2015;) sony.hbbtv.tv.2015HE","1"
"Dalvik/2.1.0 (Linux; U; Android 10; Infinix X687 Build/QP1A.190711.020)","1"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-A015T1 Build/QP1A.190711.020)","1"
"Mozilla/5.0 (Linux; Andr0id 10; BRAVIA 4K VH2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36 OPR/46.0.2207.0 OMI/4.21.0.273.DIA6.221 HbbTV/1.5.1 (+DRM; Sony; XR-65X90J; PKG6.6070.0711PAA; ; com.sony.HE.G4.4K; ) sony.hbbtv.tv.G4.2021HE.4K","1"
"Mozilla/5.0 (Linux; Android 11.0; Build/RTM2.210929.098) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:QBQ85;T-PTMUABC-1430.1;PontusM;urn:samsungtv:familyname:22_PONTUSM_QTV:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink+360avc) Chrome/85 LaTivu_1.0.1_2022 RVID/12","1"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; Armor_3 Build/O11019)","1"
"Dalvik/2.1.0 (Linux; U; Android 7.1.1; K81 Build/NMF26V)","1"
"Dalvik/2.1.0 (Linux; U; Android 9; cp3705AS Build/3705AS.SPRINT.210521.1S)","1"
"Dalvik/2.1.0 (Linux; U; Android 12; FP4 Build/SKQ1.220201.001)","1"
"Dalvik/2.1.0 (Linux; U; Android 9; VFD 730 Build/PKQ1.190202.001)","1"
"AppleWebkit/534.1 (KHTML) HbbTV/1.2.1 (+PVR+DRM; SureSoft-Browser-3.0; DTS9562; 0051; 1.0; )","1"
"Dalvik/2.1.0 (Linux; U; Android 9; G8342 Build/47.2.A.11.228)","1"
"Mozilla/5.0 (Linux; Android 10; MiTV-MOOQ0 Build/QTG3.200305.006; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.101 Mobile Safari/537.36","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:QBQ60;T-NKLBUABC-1503.8;NikeL;urn:samsungtv:familyname:22_NIKEL_UHD:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink) Chrome/85 LaTivu_1.0.1_2022 RVID/11","1"
"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/21.0 Chrome/110.0.5481.154 Mobile Safari/537.36","1"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2019:URU7100;T-MSLUABC-1395.2;MuseL;) Tizen/5.0 (+TVPLUS+SmartHubLink) Chrome/63 VID/56","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:QBQ900;T-OSCPBUABC-1421.0;OscarP;urn:samsungtv:familyname:22_OSCARP_8K:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink+360avc) Chrome/85 LaTivu_1.0.1_2022 RVID/16","1"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-T837V Build/QP1A.190711.020)","1"
"Mozilla/5.0 (Linux; Android 9.0; Build/PPR2.180905.006.A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.47 Safari/537.36 CrKey/1.36.168363","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:QBQ85;T-PTMUABC-1430.1;PontusM;urn:samsungtv:familyname:22_PONTUSM_QTV:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink+360avc) Chrome/85 LaTivu_1.0.1_2022 RVID/21","1"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2020:UTU8000;T-NKLUABC-2410.0;NikeL;) Tizen/5.5 (+TVPLUS+SmartHubLink) Chrome/69 VID/53","1"
"Mozilla/5.0 (Linux; Android 11.0; Build/RTM5.220609.089) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","1"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2020:BET_H;T-KTSU2UABC-2400.9;KantSU2;) Tizen/5.5 (+TVPLUS+SmartHubLink) Chrome/69 VID/12","1"
"Dalvik/2.1.0 (Linux; U; Android 12; LE2121 Build/SKQ1.210216.001)","1"
"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/114.0.5735.124 Mobile/15E148 Safari/604.1","1"
"Dalvik/2.1.0 (Linux; U; Android 11; nami Build/R111-15329.59.0)","1"
"Dalvik/2.1.0 (Linux; U; Android 11; HD1900 Build/RKQ1.201022.002)","1"
"Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-T335 Build/LMY47X)","1"
"Dalvik/2.1.0 (Linux; U; Android 12; S1 Build/SP1A.210812.016)","1"
"Mozilla/5.0 (Linux; Andr0id 10; BRAVIA 4K VH2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36 OPR/46.0.2207.0 OMI/4.21.0.273.DIA6.221 HbbTV/1.5.1 (+DRM; Sony; XR-50X90J; PKG6.6070.0711PAA; ; com.sony.HE.G4.4K; ) sony.hbbtv.tv.G4.2021HE.4K","1"
"Mozilla/5.0 (Web0S; Linux/SmartTV) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 HbbTV/1.6.1 (+DRM; LGE; OLED77G2PSA; WEBOS22 03.33.16; W22_O22; DTV_W22O;)","1"
"Mozilla/5.0 (Linux; Andr0id 10; BRAVIA 4K VH2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36 OPR/46.0.2207.0 OMI/4.21.0.273.DIA6.213 HbbTV/1.5.1 (+DRM; Sony; KD-43X85J; PKG6.5660.0668PAA; ; com.sony.HE.G4.4K; ) sony.hbbtv.tv.G4.2021HE.4K","1"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36 OPR/36.0.2128.0 OMI/4.8.0.129.PIXEL_UNICORN3.91 SonyCEBrowser/1.0 (KD-55X7000G; PTV2017/v1.921; XAP;)","1"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36 OPR/29.0.1803.0 OMI/4.5.23.37.ALSAN5.192 HbbTV/1.2.1 (; Sony; KD-65X7500D; v1.607210100; 2016;) sony.hbbtv.tv.2016HE","1"
"Mozilla/5.0 (Linux; Android 9.0; Build/PTO3.200225.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","1"
"Mozilla/5.0 (Linux; Android 9; PHILIPS 4k TV Build/PTM6.200722.526; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","1"
"Dalvik/2.1.0 (Linux; U; Android 10; LM-K300 Build/QKQ1.200108.002)","1"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-J530S Build/PPR1.180610.011)","1"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:QAQ800;T-OSCPUABC-2130.8;OscarP;urn:samsungtv:familyname:21_OSCARP_8K:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink+360avc) Chrome/76 LaTivu_1.0.1_2021 RVID/18","1"
"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/127.1.333534021 Mobile/20F75 Safari/604.1","1"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-A750N Build/QP1A.190711.020)","1"
"Mozilla/5.0 (Linux; Android 9; BRAVIA 4K GB Build/PTT1.190515.001.S53; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.4044.111 Mobile Safari/537.36","1"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:QAQ60;T-NKLAUABC-2130.8;NikeL;urn:samsungtv:familyname:21_NIKEL_UHD:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink) Chrome/76 LaTivu_1.0.1_2021 RVID/47","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:UBU8000;T-KSU2EBUABC-1403.6;KantSU2e;urn:samsungtv:familyname:22_KANTSU2E_UB2:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink) Chrome/85 LaTivu_1.0.1_2022 RVID/43","1"
"Dalvik/2.1.0 (Linux; U; Android 10; S52 Build/QP1A.190711.020)","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:QBQ60;T-NKLBUABC-1403.6;NikeL;urn:samsungtv:familyname:22_NIKEL_UHD:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink) Chrome/85 LaTivu_1.0.1_2022 RVID/90","1"
"HbbTV/1.6.1 (+DRM; Samsung; SmartTV2023:UCU8000; T-X22UDCUABC-1021.0; X22UD; urn:samsungtv:familyname:23_X22UD_UHD:2023; ) Tizen/7.0 (+TVPLUS+SmartHubLink+POINTER) Chrome/94 LaTivu_2.0_2023 RVID/43","1"
"Dalvik/2.1.0 (Linux; U; Android 9; SHT-AL09 Build/HUAWEISHT-AL09)","1"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:LS03A;T-NKM2UABC-2130.8;NikeM2;urn:samsungtv:familyname:21_NIKEM2_FRAME:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink+360avc) Chrome/76 LaTivu_1.0.1_2021 RVID/28","1"
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.3.186.0 Safari/537.36","1"
"Dalvik/2.1.0 (Linux; U; Android 10; BV6600 Build/QP1A.190711.020)","1"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:QBQ90;T-PTMUABC-1430.1;PontusM;urn:samsungtv:familyname:22_PONTUSM_QTV:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink+360avc) Chrome/85 LaTivu_1.0.1_2022 RVID/9","1"
"Dalvik/2.1.0 (Android TV; Android 9; Sony BRAVIA 4K GB ATV3) 7plus/4.31.1","1"
